"2020-10-29","surf_happyhug","surf_happyhug, tier 4, are you sure about that?","iNooVa","sure","Robert",169834495
"2020-10-28","surf_palais","bhop should be removed","stiquu","ty","Robert",4111510
"2020-10-27","surf_zbig_rc2","s3 cp lagged?","Pign\u00fc","","",244891175
"2020-10-27","surf_satellite_fix","bugged map causing lag","Enma","thanks","Robert",69361406
"2020-10-27","surf_rookie","i pretty sure he lagged s10 start. ","konga","","",893785824
"2020-10-25","surf_classics3_fix","Hi-Tech is too handsome to play here","Captain Subox","agree, banned","Robert",32964044
"2020-10-24","surf_fast","&quot;b1 crouch boosted&quot;","Elkotte","","",69358209
"2020-10-24","surf_004_fix","b1 +left\/+right strafebinds","Liquidator","i see","Robert",353708445
"2020-10-19","surf_rez2","s4 bot broken","Pign\u00fc","ty","Robert",
"2020-10-19","surf_simpsons_go_rc2","s9 bugged wrcp","erkster","","",120084621
"2020-10-18","surf_hotwheels","b1 all new times since 13\/10 are looped","Liquidator","thanks","Robert",353708445
"2020-10-18","surf_nyx","b1 spinehop","jovi =D","no","Robert",866587375
"2020-10-17","surf_egypt2","You can cheat the bonus. You can take the first ramp and strafe to the finish without having to go over the purple line","ItSocks","","",207328784
"2020-10-15","surf_andromeda","&lt;i got stuck at this point and i cant move spec me&gt;","Wolfigo","type !r or !rs","Robert",1077098192
"2020-10-15","surf_666","rank2 s3 also lagged ","leffe","ty","Robert",80969784
"2020-10-14","surf_666","s3 lagged","leffe","ty","Robert",80969784
"2020-10-14","surf_forgotten","b3 bhop trigger","jovi =D","","",866587375
"2020-10-14","surf_distraction_v2","fix drops to s3 and s4 pls","Pign\u00fc","","",244891175
"2020-10-13","surf_egypt2","illegal bonus route?","erkster","yes will clean up","Robert",120084621
"2020-10-13","surf_amplitude_encore","no bot","Emma","ty known issue","Robert",38458798
"2020-10-09","surf_parc_colore","nice s1 bot","leffe","ty","Robert",80969784
"2020-10-07","surf_network2008_final","nice spinehops","leffe","","",80969784
"2020-10-07","surf_island","surf_midsommar isn't on server5","&gt;:( \u0660 Mr.PogoMogoFogoNogo","ty","Robert",183313005
"2020-10-06","surf_cannonball","b2 bhop on ledge","Sketchy","","",49314674
"2020-10-06","surf_christmas2_fix","constant lagging s9 christmas2","Burstz_Bbe &lt;3","","",1000329865
"2020-10-03","surf_bork_nbv","s6 bot kinda broken","Herm\u00e8s","","",289222444
"2020-10-03","surf_not_so_disaster","b2 lagged","jovi =D","ty","Robert",866587375
"2020-10-01","surf_mate","b1 end bhop","jovi =D","","",866587375
"2020-09-28","surf_hero","blocked bhop on the slope before last ramp so u can lose 500 units for no reason depending on where u land xddddd","leffe","dont know where","Robert",80969784
"2020-09-25","surf_hotrod","b2 double boost","semer","ty","Robert",83676170
"2020-09-24","surf_commune_too_beta5","s3 (:","leffe","thanks!","Robert",80969784
"2020-09-23","surf_deathstar","&quot;CEO OF SWAG&quot; &quot;spam&quot;","\u272a nemixdev","will keep an eye on him","Robert",185477078
"2020-09-22","surf_redemption_b1","wtf is this s3?","twitch.tv\/hsk1903","","",106711751
"2020-09-20","surf_quickie","b3 lagged","jovi =D","","",866587375
"2020-09-16","surf_ethereal","he used the rings on s3 for wrcp","Herm\u00e8s","yes, removed","bro",
"2020-09-15","surf_lovetunnel_fix","this map is a lot time without votes\\","Behance","not sure what you mean, report again if an issue with vote system (?)","bro",1023730978
"2020-09-15","surf_quarantine","dex's report on sacrifice b1 is about liquidators time, i didnt bhop.","HsK","its been resolved","bro",106711751
"2020-09-12","surf_how2surf","stage 29 rampbug","Blaze","not much we can do about that, sorry","bro",80938715
"2020-09-11","surf_bork_nbv","fix map endzone lmao","latosaysikasi","ty","Robert",162106814
"2020-09-09","surf_s_t_a_t_i_o_n","s4 fix stupid booster","latosaysikasi","","",162106814
"2020-09-05","surf_misc","s5 wrcp legal?","Kakali","Yes sir thats the s5 route ever since map was added many years ago","Robert",58335254
"2020-09-01","surf_germania","s5 3rd last ramp right side cant be tagged by spray","Saosin v2","unfortunate","Robert",206981724
"2020-08-29","surf_borderlands","some maps are just too dark and somethimes is really hard to see and play, for the rest really enjoy the server ","Ibiza????","use mat_monitor_gamma to make maps brighter and always play in fullscreen mode","bro",872977332
"2020-08-27","surf_wew","Thing379 Hack-site promotion","Nemesis [NL]","ty","Robert",39210920
"2020-08-26","surf_classics2","wrcp7 not right bot","Wankie","unlucky","Robert",67501684
"2020-08-26","surf_mesa_revo","i have my weapons out but i cant switch between them","toxic dim","disable sidehud with !sidehud or switch weapons with Q","bro",
"2020-08-25","surf_blackheart","b1 to end is broken","ThatGuyDusty","fixed","bro",73006379
"2020-08-25","surf_ambient_njv","triggers in the tube are high setpos -7463.400391 -8184.519043 -6815.621582;setang 56.053486 7.142908 0.000000","Wankie","lowered trigger","bro",67501684
"2020-08-24","surf_classics3_fix","s60 WRCP may be illegitimate SC. requesting admin review","HI-TECH USER","yes not allowed, blocked","bro",100855880
"2020-08-23","surf_solace","no triggers under s1 end setpos -7112.051270 8495.820313 -14719.906250;setang -4.890658 -86.107727 0.000000","Wankie","ty, added","bro",67501684
"2020-08-22","surf_izded","484 start units on s2?","Herm\u00e8s","ty","Robert",289222444
"2020-08-20","surf_epic","bhop in s1 legal?","kakali","not much different from other bhop","bro",58335254
"2020-08-20","surf_epic","s2 legal?","kakali","yes","bro",58335254
"2020-08-19","surf_aircontrol_ksf","please fix b2 its litteraly unplayable","Herm\u00e8s","might be better now","bro",289222444
"2020-08-19","surf_ny_momentum_v3_1","what is this map honestly","Linkz","thats a good question, i do not have an answer","bro",270291028
"2020-08-17","surf_take1","no map bot","Bengal Tygryski","yes replay missing, would have to beat map again","bro",77014206
"2020-08-15","surf_forgotten","b3 forgotten pls check its kinda fishy start tbh but no idea how hes got those extra units","xd cat","","",208264715
"2020-08-14","surf_thicket","remove s2 wrcp","Liquidator","ty","Robert",353708445
"2020-08-13","surf_skill8","ramp after cp1 is completely bugged and its like im bhop on it losing all my speed","kuedon","yeah it's a bad one","Robert",109579189
"2020-08-12","surf_stitched","sometimes it is possible to get 200 more units on start boost","Rotkif","enjoy :)","Robert",131008146
"2020-08-12","surf_abstinens","s2 end zone is a tad short..if u wanna cheese it for a good end and land on the edge u will briefly bhop and lose time","kuedon","it is what it is","Robert",109579189
"2020-08-11","surf_hades2","b1 spinehop","Liquidator","perfectly fine","Robert",353708445
"2020-08-11","surf_garden_h_go","b2 lagged start?","Liquidator","No","Robert",353708445
"2020-08-10","surf_stonework2","you can complete bonus 1 without the timer stoping(?)","Tjuppis","type !b first","Robert",150799342
"2020-08-08","surf_overgrowth2","s4 wrcp hax","Heko","ty","Robert",97780194
"2020-08-04","surf_take1","there is no bot for the map","El Patron","ty","Robert",883048478
"2020-08-02","surf_lore_e","boost at beginning of s4 feels inconsistent. sometimes 300 units, sometimes 500 units...","kakali","ty","Robert",
"2020-08-01","surf_plaguelands_beta7a","ps when using !ps you still dont get to spec the but but a random player on the server","NiFF","should work better now","Robert",200542870
"2020-07-31","surf_compulsive_h","surf_compulsive_h is wrcp1 db legal?","godlike","of course not","brobert",410079747
"2020-07-30","surf_utopia_njv","Timort racial abuse in chat","Sab \u30c4","2 week mute added, next time permanent","bro",86202659
"2020-07-30","surf_classics2","the loc timer is broken. its time is several seconds too slow when i do s8. it may be because a reset with units","kakali","yes probably something with re-entering zone","Robert",58335254
"2020-07-28","surf_liberation","i sometimes get tele on s5. gives me heartattacks :\/","kakali","fixed","bro",58335254
"2020-07-27","surf_happyhands","please just make the beginning of this map (the place you spawn at) brown, otherwise my eyes will explode from the whit","DragonTimer","not possible without recompiling","bro",283895784
"2020-07-26","surf_elements_beta3","bonus glitched on surf_elements_3","Ninjah Koda","not able to reproduce, report again if it happens","bro",224200970
"2020-07-26","surf_compulsive_h","s1 endzone is so low, is it possible to raise it?","kakali","same on normal version, will keep it like this for consistency","bro",58335254
"2020-07-25","surf_minecraft_2020","stage 3 ramp is buggy as hell","Nemesis [NL]","not much we can do about that","bro",39210920
"2020-07-23","surf_summer","when i do playstage i spec a random player, not the bot. it has been happening recently","kakali","seems like robert fixed, report again if it happens","bro",58335254
